AccountID,AccountCode,AccountName,AccountType,IsActive,Groupid,Subgroupid,Subgroupid2,Subgroupid3,Linegroupid,Tenantid,MainGroup
58,7010,R&D Salaries,Expense,1,1,1,6,0,,101,Sales
59,7020,Lab Supplies,Expense,1,100,,,,,101,Research & Development
60,7030,R&D Equipment Depreciation,Expense,1,100,,,,,101,Research & Development
61,8010,Interest Expense,Revenue,1,99,,,,,101,Other Expenses & Income
62,8020,Interest Income,Revenue,1,99,,,,,101,Other Expenses & Income
63,8030,Gains/Losses on Asset Sales,Revenue,1,99,,,,,101,Other Expenses & Income
65,1010,Cash on Hand,Asset,1,,,,,,102,Current Assets
66,1020,Checking Account,Asset,1,,,,,,102,Current Assets
67,1030,Savings Account,Asset,1,,,,,,102,Current Assets
68,1040,Accounts Receivable,Asset,1,,,,,,102,Current Assets
69,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,,,,,,102,Current Assets
70,1060,Inventory – Raw Materials,Asset,1,,,,,,102,Current Assets
71,1070,Inventory – Work in Progress,Asset,1,,,,,,102,Current Assets
72,1080,Inventory – Finished Goods,Asset,1,,,,,,102,Current Assets
73,1090,Prepaid Expenses,Expense,1,1131,0,0,0,0,102,Current Assets
74,1510,Land,Asset,1,,,,,,102,Fixed Assets
75,1520,Buildings,Asset,1,,,,,,102,Fixed Assets
76,1530,Machinery & Equipment,Asset,1,,,,,,102,Fixed Assets
77,1540,Vehicles,Asset,1,,,,,,102,Fixed Assets
78,1550,Office Equipment,Asset,1,,,,,,102,Fixed Assets
79,1560,Accumulated Depreciation (Contra Account),Asset,1,,,,,,102,Fixed Assets
80,1810,Investments,Asset,1,,,,,,102,Other Assets
81,1820,"Intangible Assets (Patents, Trademarks)",Asset,1,,,,,,102,Other Assets
82,1830,Goodwill,Asset,1,,,,,,102,Other Assets
83,2010,Accounts Payable,Liability,1,,,,,,102,Current Liabilities
84,2020,Accrued Expenses,Liability,1,,,,,,102,Current Liabilities
85,2030,Notes Payable (Short Loan),Liability,1,,,,,,102,Current Liabilities
86,2040,Payroll Liabilities,Liability,1,,,,,,102,Current Liabilities
87,2050,Sales Tax Payable,Liability,1,,,,,,102,Current Liabilities
88,2060,Income Tax Payable,Liability,1,,,,,,102,Current Liabilities
89,2510,Long,Liability,1,,,,,,102,Long Liabilities
90,2520,Bonds Payable,Liability,1,,,,,,102,Long Liabilities
91,2530,Deferred Tax Liabilities,Liability,1,,,,,,102,Long Liabilities
92,3010,Common Stock,Equity,1,,,,,,102,None
93,3020,Preferred Stock,Equity,1,,,,,,102,None
94,3030,Additional Paid,Equity,1,,,,,,102,None
95,3040,Retained Earnings,Equity,1,,,,,,102,None
96,3050,Treasury Stock,Equity,1,,,,,,102,None
97,4010,Sales Revenue – Domestic,Revenue,1,,,,,,102,None
98,4020,Sales Revenue – Export,Revenue,1,,,,,,102,None
99,4030,Returns & Allowances (Contra Revenue),Revenue,1,,,,,,102,None
100,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,,,,,,102,None
101,5010,Direct Materials,Expense,1,,,,,,102,None
102,5020,Direct Labor,Expense,1,,,,,,102,None
103,5030,Manufacturing Overhead,Expense,1,,,,,,102,None
104,5040,Depreciation – Manufacturing Equipment,Expense,1,,,,,,102,None
105,5050,Factory Supplies,Expense,1,,,,,,102,None
106,6010,Advertising & Marketing,Expense,1,,,,,,102,Operting Expense
107,6020,Sales Commissions,Expense,1,,,,,,102,Operting Expense
108,6030,Freight & Shipping,Expense,1,,,,,,102,Operting Expense
109,6510,Salaries & Wages (Office Staff),Expense,1,,,,,,102,General & Administrative
110,6520,Rent & Utilities,Expense,1,,,,,,102,General & Administrative
111,6530,Depreciation – Office Equipment,Expense,1,,,,,,102,General & Administrative
112,6540,Insurance,Expense,1,,,,,,102,General & Administrative
113,7010,R&D Salaries,Expense,1,,,,,,102,Research & Development
114,7020,Lab Supplies,Expense,1,,,,,,102,Research & Development
115,7030,R&D Equipment Depreciation,Expense,1,,,,,,102,Research & Development
116,8010,Interest Expense,Revenue,1,,,,,,102,Other Expenses & Income
117,8020,Interest Income,Revenue,1,,,,,,102,Other Expenses & Income
118,8030,Gains/Losses on Asset Sales,Revenue,1,,,,,,102,Other Expenses & Income
119,1010,Cash on Hand,Asset,1,,,,,,103,Current Assets
120,1020,Checking Account,Asset,1,,,,,,103,Current Assets
121,1030,Savings Account,Asset,1,,,,,,103,Current Assets
122,1040,Accounts Receivable,Asset,1,,,,,,103,Current Assets
123,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,,,,,,103,Current Assets
124,1060,Inventory – Raw Materials,Asset,1,,,,,,103,Current Assets
125,1070,Inventory – Work in Progress,Asset,1,,,,,,103,Current Assets
126,1080,Inventory – Finished Goods,Asset,1,,,,,,103,Current Assets
127,1090,Prepaid Expenses,Asset,1,,,,,,103,Current Assets
128,1510,Land,Asset,1,,,,,,103,Fixed Assets
129,1520,Buildings,Asset,1,,,,,,103,Fixed Assets
130,1530,Machinery & Equipment,Asset,1,,,,,,103,Fixed Assets
131,1540,Vehicles,Asset,1,,,,,,103,Fixed Assets
132,1550,Office Equipment,Asset,1,,,,,,103,Fixed Assets
133,1560,Accumulated Depreciation (Contra Account),Asset,1,,,,,,103,Fixed Assets
134,1810,Investments,Asset,1,,,,,,103,Other Assets
135,1820,"Intangible Assets (Patents, Trademarks)",Asset,1,,,,,,103,Other Assets
136,1830,Goodwill,Asset,1,,,,,,103,Other Assets
137,2010,Accounts Payable,Liability,1,,,,,,103,Current Liabilities
138,2020,Accrued Expenses,Liability,1,,,,,,103,Current Liabilities
139,2030,Notes Payable (Short Loan),Liability,1,,,,,,103,Current Liabilities
140,2040,Payroll Liabilities,Liability,1,,,,,,103,Current Liabilities
141,2050,Sales Tax Payable,Liability,1,,,,,,103,Current Liabilities
142,2060,Income Tax Payable,Liability,1,,,,,,103,Current Liabilities
143,2510,Long,Liability,1,,,,,,103,Long Liabilities
144,2520,Bonds Payable,Liability,1,,,,,,103,Long Liabilities
145,2530,Deferred Tax Liabilities,Liability,1,,,,,,103,Long Liabilities
146,3010,Common Stock,Equity,1,,,,,,103,None
147,3020,Preferred Stock,Equity,1,,,,,,103,None
148,3030,Additional Paid,Equity,1,,,,,,103,None
149,3040,Retained Earnings,Equity,1,,,,,,103,None
150,3050,Treasury Stock,Equity,1,,,,,,103,None
151,4010,Sales Revenue – Domestic,Revenue,1,,,,,,103,None
152,4020,Sales Revenue – Export,Revenue,1,,,,,,103,None
153,4030,Returns & Allowances (Contra Revenue),Revenue,1,,,,,,103,None
154,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,,,,,,103,None
155,5010,Direct Materials,Expense,1,,,,,,103,None
156,5020,Direct Labor,Expense,1,,,,,,103,None
157,5030,Manufacturing Overhead,Expense,1,,,,,,103,None
158,5040,Depreciation – Manufacturing Equipment,Expense,1,,,,,,103,None
159,5050,Factory Supplies,Expense,1,,,,,,103,None
160,6010,Advertising & Marketing,Expense,1,,,,,,103,Operting Expense
161,6020,Sales Commissions,Expense,1,,,,,,103,Operting Expense
162,6030,Freight & Shipping,Expense,1,,,,,,103,Operting Expense
163,6510,Salaries & Wages (Office Staff),Expense,1,,,,,,103,General & Administrative
164,6520,Rent & Utilities,Expense,1,,,,,,103,General & Administrative
165,6530,Depreciation – Office Equipment,Expense,1,,,,,,103,General & Administrative
166,6540,Insurance,Expense,1,,,,,,103,General & Administrative
167,7010,R&D Salaries,Expense,1,,,,,,103,Research & Development
168,7020,Lab Supplies,Expense,1,,,,,,103,Research & Development
169,7030,R&D Equipment Depreciation,Expense,1,,,,,,103,Research & Development
170,8010,Interest Expense,Revenue,1,,,,,,103,Other Expenses & Income
171,8020,Interest Income,Revenue,1,,,,,,103,Other Expenses & Income
172,8030,Gains/Losses on Asset Sales,Revenue,1,,,,,,103,Other Expenses & Income
173,1010,Cash on Hand,Asset,1,80,,,,,105,Current Assets
174,1020,Checking Account,Asset,1,80,,,,,105,Current Assets
175,1030,Savings Account,Asset,1,80,,,,,105,Current Assets
176,1040,Accounts Receivable,Asset,1,80,,,,,105,Current Assets
177,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,80,,,,,105,Current Assets
178,1060,Inventory – Raw Materials,Asset,1,80,,,,,105,Current Assets
179,1070,Inventory – Work in Progress,Asset,1,80,,,,,105,Current Assets
180,1080,Inventory – Finished Goods,Asset,1,80,,,,,105,Current Assets
181,1090,Prepaid Expenses,Asset,1,80,,,,,105,Current Assets
182,1510,Land,Asset,1,82,,,,,105,Fixed Assets
183,1520,Buildings,Asset,1,82,,,,,105,Fixed Assets
184,1530,Machinery & Equipment,Asset,1,82,,,,,105,Fixed Assets
185,1540,Vehicles,Asset,1,82,,,,,105,Fixed Assets
186,1550,Office Equipment,Asset,1,82,,,,,105,Fixed Assets
187,1560,Accumulated Depreciation (Contra Account),Asset,1,82,,,,,105,Fixed Assets
188,1810,Investments,Asset,1,87,,,,,105,Other Assets
189,1820,"Intangible Assets (Patents, Trademarks)",Asset,1,87,,,,,105,Other Assets
190,1830,Goodwill,Asset,1,87,,,,,105,Other Assets
191,2010,Accounts Payable,Liability,1,81,,,,,105,Current Liabilities
192,2020,Accrued Expenses,Liability,1,81,,,,,105,Current Liabilities
193,2030,Notes Payable (Short Loan),Liability,1,81,,,,,105,Current Liabilities
194,2040,Payroll Liabilities,Liability,1,81,,,,,105,Current Liabilities
195,2050,Sales Tax Payable,Liability,1,81,,,,,105,Current Liabilities
196,2060,Income Tax Payable,Liability,1,81,,,,,105,Current Liabilities
197,2510,Long,Liability,1,84,,,,,105,Long Liabilities
198,2520,Bonds Payable,Liability,1,84,,,,,105,Long Liabilities
199,2530,Deferred Tax Liabilities,Liability,1,84,,,,,105,Long Liabilities
200,3010,Common Stock,Equity,1,85,,,,,105,None
201,3020,Preferred Stock,Equity,1,85,,,,,105,None
202,3030,Additional Paid,Equity,1,85,,,,,105,None
203,3040,Retained Earnings,Equity,1,85,,,,,105,None
204,3050,Treasury Stock,Equity,1,85,,,,,105,None
205,4010,Sales Revenue – Domestic,Revenue,1,85,,,,,105,None
206,4020,Sales Revenue – Export,Revenue,1,85,,,,,105,None
207,4030,Returns & Allowances (Contra Revenue),Revenue,1,85,,,,,105,None
208,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,85,,,,,105,None
209,5010,Direct Materials,Expense,1,85,,,,,105,None
210,5020,Direct Labor,Expense,1,85,,,,,105,None
211,5030,Manufacturing Overhead,Expense,1,85,,,,,105,None
212,5040,Depreciation – Manufacturing Equipment,Expense,1,85,,,,,105,None
213,5050,Factory Supplies,Expense,1,85,,,,,105,None
214,6010,Advertising & Marketing,Expense,1,86,,,,,105,Operting Expense
215,6020,Sales Commissions,Expense,1,86,,,,,105,Operting Expense
216,6030,Freight & Shipping,Expense,1,86,,,,,105,Operting Expense
217,6510,Salaries & Wages (Office Staff),Expense,1,83,,,,,105,General & Administrative
218,6520,Rent & Utilities,Expense,1,83,,,,,105,General & Administrative
219,6530,Depreciation – Office Equipment,Expense,1,22,9,,,,105,General & Admin
220,6540,Insurance,Expense,1,83,,,,,105,General & Administrative
221,7010,R&D Salaries,Expense,1,89,,,,,105,Research & Development
222,7020,Lab Supplies,Expense,1,89,,,,,105,Research & Development
223,7030,R&D Equipment Depreciation,Expense,1,89,,,,,105,Research & Development
224,801,Interest Expense,Revenue,1,88,,,,,105,Other Expenses & Income
225,8020,Interest Income,Revenue,1,88,,,,,105,Other Expenses & Income
226,8030,Gains/Losses on Asset Sales,Revenue,1,88,,,,,105,Other Expenses & Income
227,1010,Cash on Hand,Asset,1,,,,,,104,Current Assets
228,1020,Checking Account,Asset,1,,,,,,104,Current Assets
229,1030,Savings Account,Asset,1,,,,,,104,Current Assets
230,1040,Accounts Receivable,Asset,1,,,,,,104,Current Assets
231,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,,,,,,104,Current Assets
232,1060,Inventory – Raw Materials,Asset,1,,,,,,104,Current Assets
233,1070,Inventory – Work in Progress,Asset,1,,,,,,104,Current Assets
234,1080,Inventory – Finished Goods,Asset,1,,,,,,104,Current Assets
235,1090,Prepaid Expenses,Asset,1,,,,,,104,Current Assets
236,1510,Land,Asset,1,,,,,,104,Fixed Assets
237,1520,Buildings,Asset,1,,,,,,104,Fixed Assets
238,1530,Machinery & Equipment,Asset,1,,,,,,104,Fixed Assets
239,1540,Vehicles,Asset,1,,,,,,104,Fixed Assets
240,1550,Office Equipment,Asset,1,,,,,,104,Fixed Assets
241,1560,Accumulated Depreciation (Contra Account),Asset,1,,,,,,104,Fixed Assets
242,1810,Investments,Asset,1,,,,,,104,Other Assets
243,1820,"Intangible Assets (Patents, Trademarks)",Asset,1,,,,,,104,Other Assets
244,1830,Goodwill,Asset,1,,,,,,104,Other Assets
245,2010,Accounts Payable,Liability,1,,,,,,104,Current Liabilities
246,2020,Accrued Expenses,Liability,1,,,,,,104,Current Liabilities
247,2030,Notes Payable (Short Loan),Liability,1,,,,,,104,Current Liabilities
248,2040,Payroll Liabilities,Liability,1,,,,,,104,Current Liabilities
249,2050,Sales Tax Payable,Liability,1,,,,,,104,Current Liabilities
250,2060,Income Tax Payable,Liability,1,,,,,,104,Current Liabilities
251,2510,Long,Liability,1,,,,,,104,Long Liabilities
252,2520,Bonds Payable,Liability,1,,,,,,104,Long Liabilities
253,2530,Deferred Tax Liabilities,Liability,1,,,,,,104,Long Liabilities
254,3010,Common Stock,Equity,1,,,,,,104,None
255,3020,Preferred Stock,Equity,1,,,,,,104,None
256,3030,Additional Paid,Equity,1,,,,,,104,None
257,3040,Retained Earnings,Equity,1,,,,,,104,None
258,3050,Treasury Stock,Equity,1,,,,,,104,None
259,4010,Sales Revenue – Domestic,Revenue,1,,,,,,104,None
260,4020,Sales Revenue – Export,Revenue,1,,,,,,104,None
261,4030,Returns & Allowances (Contra Revenue),Revenue,1,,,,,,104,None
262,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,,,,,,104,None
263,5010,Direct Materials,Expense,1,,,,,,104,None
264,5020,Direct Labor,Expense,1,,,,,,104,None
265,5030,Manufacturing Overhead,Expense,1,,,,,,104,None
266,5040,Depreciation – Manufacturing Equipment,Expense,1,,,,,,104,None
267,5050,Factory Supplies,Expense,1,,,,,,104,None
268,6010,Advertising & Marketing,Expense,1,,,,,,104,Operting Expense
269,6020,Sales Commissions,Expense,1,,,,,,104,Operting Expense
270,6030,Freight & Shipping,Expense,1,,,,,,104,Operting Expense
271,6510,Salaries & Wages (Office Staff),Expense,1,,,,,,104,General & Administrative
272,6520,Rent & Utilities,Expense,1,,,,,,104,General & Administrative
273,6530,Depreciation – Office Equipment,Expense,1,,,,,,104,General & Administrative
274,6540,Insurance,Expense,1,,,,,,104,General & Administrative
275,7010,R&D Salaries,Expense,1,,,,,,104,Research & Development
276,7020,Lab Supplies,Expense,1,,,,,,104,Research & Development
277,7030,R&D Equipment Depreciation,Expense,1,,,,,,104,Research & Development
278,8010,Interest Expense,Revenue,1,,,,,,104,Other Expenses & Income
279,8020,Interest Income,Revenue,1,,,,,,104,Other Expenses & Income
280,8030,Gains/Losses on Asset Sales,Revenue,1,,,,,,104,Other Expenses & Income
281,1010,Cash on Hand,Asset,1,,,,,,107,Current Assets
282,1020,Checking Account,Asset,1,,,,,,107,Current Assets
283,1030,Savings Account,Asset,1,,,,,,107,Current Assets
284,1040,Accounts Receivable,Asset,1,,,,,,107,Current Assets
285,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,,,,,,107,Current Assets
286,1060,Inventory – Raw Materials,Asset,1,,,,,,107,Current Assets
287,1070,Inventory – Work in Progress,Asset,1,,,,,,107,Current Assets
288,1080,Inventory – Finished Goods,Asset,1,,,,,,107,Current Assets
289,1090,Prepaid Expenses,Asset,1,,,,,,107,Current Assets
290,1510,Land,Asset,1,,,,,,107,Fixed Assets
291,1520,Buildings,Asset,1,,,,,,107,Fixed Assets
292,1530,Machinery & Equipment,Asset,1,,,,,,107,Fixed Assets
293,1540,Vehicles,Asset,1,,,,,,107,Fixed Assets
294,1550,Office Equipment,Asset,1,,,,,,107,Fixed Assets
295,1560,Accumulated Depreciation (Contra Account),Asset,1,,,,,,107,Fixed Assets
296,1810,Investments,Asset,1,,,,,,107,Other Assets
297,1820,"Intangible Assets (Patents, Trademarks)",Asset,1,,,,,,107,Other Assets
298,1830,Goodwill,Asset,1,,,,,,107,Other Assets
299,2010,Accounts Payable,Liability,1,,,,,,107,Current Liabilities
300,2020,Accrued Expenses,Liability,1,,,,,,107,Current Liabilities
301,2030,Notes Payable (Short Loan),Liability,1,,,,,,107,Current Liabilities
302,2040,Payroll Liabilities,Liability,1,,,,,,107,Current Liabilities
303,2050,Sales Tax Payable,Liability,1,,,,,,107,Current Liabilities
304,2060,Income Tax Payable,Liability,1,,,,,,107,Current Liabilities
305,2510,Long,Liability,1,,,,,,107,Long Liabilities
306,2520,Bonds Payable,Liability,1,,,,,,107,Long Liabilities
307,2530,Deferred Tax Liabilities,Liability,1,,,,,,107,Long Liabilities
308,3010,Common Stock,Equity,1,,,,,,107,None
309,3020,Preferred Stock,Equity,1,,,,,,107,None
310,3030,Additional Paid,Equity,1,,,,,,107,None
311,3040,Retained Earnings,Equity,1,,,,,,107,None
312,3050,Treasury Stock,Equity,1,,,,,,107,None
313,4010,Sales Revenue – Domestic,Revenue,1,,,,,,107,None
314,4020,Sales Revenue – Export,Revenue,1,,,,,,107,None
315,4030,Returns & Allowances (Contra Revenue),Revenue,1,,,,,,107,None
316,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,,,,,,107,None
317,5010,Direct Materials,Expense,1,,,,,,107,None
318,5020,Direct Labor,Expense,1,,,,,,107,None
319,5030,Manufacturing Overhead,Expense,1,,,,,,107,None
320,5040,Depreciation – Manufacturing Equipment,Expense,1,,,,,,107,None
321,5050,Factory Supplies,Expense,1,,,,,,107,None
322,6010,Advertising & Marketing,Expense,1,,,,,,107,Operting Expense
323,6020,Sales Commissions,Expense,1,,,,,,107,Operting Expense
324,6030,Freight & Shipping,Expense,1,,,,,,107,Operting Expense
325,6510,Salaries & Wages (Office Staff),Expense,1,,,,,,107,General & Administrative
326,6520,Rent & Utilities,Expense,1,,,,,,107,General & Administrative
327,6530,Depreciation – Office Equipment,Expense,1,,,,,,107,General & Administrative
328,6540,Insurance,Expense,1,,,,,,107,General & Administrative
329,7010,R&D Salaries,Expense,1,,,,,,107,Research & Development
330,7020,Lab Supplies,Expense,1,,,,,,107,Research & Development
331,7030,R&D Equipment Depreciation,Expense,1,,,,,,107,Research & Development
332,8010,Interest Expense,Revenue,1,,,,,,107,Other Expenses & Income
333,8020,Interest Income,Revenue,1,,,,,,107,Other Expenses & Income
334,8030,Gains/Losses on Asset Sales,Revenue,1,,,,,,107,Other Expenses & Income
335,1010,Cash on Hand,Asset,1,,,,,,108,Current Assets
336,1020,Checking Account,Asset,1,,,,,,108,Current Assets
337,1030,Savings Account,Asset,1,,,,,,108,Current Assets
338,1040,Accounts Receivable,Asset,1,,,,,,108,Current Assets
339,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,,,,,,108,Current Assets
340,1060,Inventory – Raw Materials,Asset,1,,,,,,108,Current Assets
341,1070,Inventory – Work in Progress,Asset,1,,,,,,108,Current Assets
342,1080,Inventory – Finished Goods,Asset,1,,,,,,108,Current Assets
343,1090,Prepaid Expenses,Asset,1,,,,,,108,Current Assets
344,1510,Land,Asset,1,,,,,,108,Fixed Assets
345,1520,Buildings,Asset,1,,,,,,108,Fixed Assets
346,1530,Machinery & Equipment,Asset,1,,,,,,108,Fixed Assets
347,1540,Vehicles,Asset,1,,,,,,108,Fixed Assets
348,1550,Office Equipment,Asset,1,,,,,,108,Fixed Assets
349,1560,Accumulated Depreciation (Contra Account),Asset,1,,,,,,108,Fixed Assets
350,1810,Investments,Asset,1,,,,,,108,Other Assets
351,1820,"Intangible Assets (Patents, Trademarks)",Asset,1,,,,,,108,Other Assets
352,1830,Goodwill,Asset,1,,,,,,108,Other Assets
353,2010,Accounts Payable,Liability,1,,,,,,108,Current Liabilities
354,2020,Accrued Expenses,Liability,1,,,,,,108,Current Liabilities
355,2030,Notes Payable (Short Loan),Liability,1,,,,,,108,Current Liabilities
356,2040,Payroll Liabilities,Liability,1,,,,,,108,Current Liabilities
357,2050,Sales Tax Payable,Liability,1,,,,,,108,Current Liabilities
358,2060,Income Tax Payable,Liability,1,,,,,,108,Current Liabilities
359,2510,Long,Liability,1,,,,,,108,Long Liabilities
360,2520,Bonds Payable,Liability,1,,,,,,108,Long Liabilities
361,2530,Deferred Tax Liabilities,Liability,1,,,,,,108,Long Liabilities
362,3010,Common Stock,Equity,1,,,,,,108,None
363,3020,Preferred Stock,Equity,1,,,,,,108,None
364,3030,Additional Paid,Equity,1,,,,,,108,None
365,3040,Retained Earnings,Equity,1,,,,,,108,None
366,3050,Treasury Stock,Equity,1,,,,,,108,None
367,4010,Sales Revenue – Domestic,Revenue,1,,,,,,108,None
368,4020,Sales Revenue – Export,Revenue,1,,,,,,108,None
369,4030,Returns & Allowances (Contra Revenue),Revenue,1,,,,,,108,None
370,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,,,,,,108,None
371,5010,Direct Materials,Expense,1,,,,,,108,None
372,5020,Direct Labor,Expense,1,,,,,,108,None
373,5030,Manufacturing Overhead,Expense,1,,,,,,108,None
374,5040,Depreciation – Manufacturing Equipment,Expense,1,,,,,,108,None
375,5050,Factory Supplies,Expense,1,,,,,,108,None
376,6010,Advertising & Marketing,Expense,1,,,,,,108,Operting Expense
377,6020,Sales Commissions,Expense,1,,,,,,108,Operting Expense
378,6030,Freight & Shipping,Expense,1,,,,,,108,Operting Expense
379,6510,Salaries & Wages (Office Staff),Expense,1,,,,,,108,General & Administrative
380,6520,Rent & Utilities,Expense,1,,,,,,108,General & Administrative
381,6530,Depreciation – Office Equipment,Expense,1,,,,,,108,General & Administrative
382,6540,Insurance,Expense,1,,,,,,108,General & Administrative
383,7010,R&D Salaries,Expense,1,,,,,,108,Research & Development
384,7020,Lab Supplies,Expense,1,,,,,,108,Research & Development
385,7030,R&D Equipment Depreciation,Expense,1,,,,,,108,Research & Development
386,8010,Interest Expense,Revenue,1,,,,,,108,Other Expenses & Income
387,8020,Interest Income,Revenue,1,,,,,,108,Other Expenses & Income
388,8030,Gains/Losses on Asset Sales,Revenue,1,,,,,,108,Other Expenses & Income
389,1010,Cash on Hand,Asset,1,,,,,,109,Current Assets
390,1020,Checking Account,Asset,1,,,,,,109,Current Assets
391,1030,Savings Account,Asset,1,,,,,,109,Current Assets
392,1040,Accounts Receivable,Asset,1,,,,,,109,Current Assets
393,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,,,,,,109,Current Assets
394,1060,Inventory – Raw Materials,Asset,1,,,,,,109,Current Assets
395,1070,Inventory – Work in Progress,Asset,1,,,,,,109,Current Assets
396,1080,Inventory – Finished Goods,Asset,1,,,,,,109,Current Assets
397,1090,Prepaid Expenses,Asset,1,,,,,,109,Current Assets
398,1510,Land,Asset,1,,,,,,109,Fixed Assets
399,1520,Buildings,Asset,1,,,,,,109,Fixed Assets
400,1530,Machinery & Equipment,Asset,1,,,,,,109,Fixed Assets
401,1540,Vehicles,Asset,1,,,,,,109,Fixed Assets
402,1550,Office Equipment,Asset,1,,,,,,109,Fixed Assets
403,1560,Accumulated Depreciation (Contra Account),Asset,1,,,,,,109,Fixed Assets
404,1810,Investments,Asset,1,,,,,,109,Other Assets
405,1820,"Intangible Assets (Patents, Trademarks)",Asset,1,,,,,,109,Other Assets
406,1830,Goodwill,Asset,1,,,,,,109,Other Assets
407,2010,Accounts Payable,Liability,1,,,,,,109,Current Liabilities
408,2020,Accrued Expenses,Liability,1,,,,,,109,Current Liabilities
409,2030,Notes Payable (Short Loan),Liability,1,,,,,,109,Current Liabilities
410,2040,Payroll Liabilities,Liability,1,,,,,,109,Current Liabilities
411,2050,Sales Tax Payable,Liability,1,,,,,,109,Current Liabilities
412,2060,Income Tax Payable,Liability,1,,,,,,109,Current Liabilities
413,2510,Long,Liability,1,,,,,,109,Long Liabilities
414,2520,Bonds Payable,Liability,1,,,,,,109,Long Liabilities
